objectID,title,department,objectDate,culture,medium,classification,artistDisplayName,country,period,objectBeginDate,objectEndDate
261478,Aux écoutes,Photographs,1860s,,Albumen silver print from glass negative,Photographs,Pierre-Louis Pierson,,,1860,1869
371460,Holy Family with St. Elizabeth and the Infant St. John the Baptist,Drawings and Prints,ca. 1639,,Etching,Prints,Simone Cantarini,,,1634,1644
269542,[Bugler],Photographs,1880s–90s,,Gelatin silver print,Photographs,Unknown,,,1880,1899
906674,Ubayd Zakani,Modern and Contemporary Art,1983–86,,Pen and ink on paper,Drawings,Ardeshir Mohassess,,,1983,1986
670756,The Hon. Mrs. Henrietta Maria North,Drawings and Prints,"May 12, 1782",,Mezzotint; second state of two,Prints,John Raphael Smith,,,1782,1782
912746,Proof of useful object for catalogue,Drawings and Prints,late 19th century–early 20th century,,Wood engraving; proof,Prints,Edward F. Langzettel,,,1877,1910
43527,Fragment,Asian Art,,Russia (Siberia),Nephrite,Jade,,,,1902,1902
5779,Pitcher,The American Wing,1860–70,American,Pressed glass,,"Bryce, Walker and Company",United States,,1860,1870
372293,Man with Out-stretched Arms,Drawings and Prints,1923–55,,Woodcut,Prints,Helen West Heller,,,1923,1955
484090,Bauhaus Archive,Modern and Contemporary Art,,,watercolor on graph paper on cardboard mount,Drawings,Gertrud Preiswerk,,,1900,1985
437180,The Rebuke of Adam and Eve,European Paintings,1740,,Oil on copper,Paintings,Charles Joseph Natoire,,,1740,1740
58802,Case (Inrō) with Design of Kingfisher on Reed Stalk above Waves (obverse) Insects on Water Surface (reverse),Asian Art,19th century,Japan,"Lacquer, roiro, gold, silver and coloured togidashi, nashiji; Interior: nashiji and fundame",Inrō,,,Edo period (1615–1868),1800,1899
44332,Cocoon-Shaped Jar,Asian Art,,China,Grey earthenware with painted decoration,Ceramics,,,Han dynasty (206 BCE–220 CE),-206,220
418739,"Card 2, from the Girl Baseball Players series (N48, Type 1) for Virginia Brights Cigarettes",Drawings and Prints,1886,,Albumen photograph,Photographs,Allen & Ginter,,,1886,1888
203496,Bird's nest,European Sculpture and Decorative Arts,ca. 1755,,Soft-paste porcelain,Ceramics-Porcelain,Chelsea Porcelain Manufactory,,,1750,1760
396499,The Muddy Ones,Drawings and Prints,1900,,Etching on Japan paper; second of two states,Prints,Edgar Chahine,,,1900,1900
239520,Adonis,European Sculpture and Decorative Arts,ca. 1723–25,,Carrara marble,Sculpture,Antonio Corradini,,,1720,1730
89205,Boots,The Michael C. Rockefeller Wing,1959,Inuit,Wool,Textiles-Costumes-Accessories,,,,1959,1959
911239,The City Candidates,Drawings and Prints,1807–21,,Hand-colored etching,Prints,Isaac Cruikshank,,,1807,1821
292081,Canal Street Canal No. 3,Photographs,2002,,Chromogenic print,Photographs,Matthew Buckingham,,,2002,2002
815202,Kingfisher from Birds album cards (W211),Drawings and Prints,late 19th century,,Commercial color lithograph,Prints,,,,1870,1900
43767,Girdle buckle,Asian Art,,China,Nephrite,Jade,,,Ming dynasty (1368–1644),1368,1644
811885,Second View Close to Nice,Drawings and Prints,ca. 1750–1800,,Engraving,Prints,Joseph Vernet,,,1745,1755
